l_ukrainian:
 BOLD:0 "Сміливий"
 MAPMODE_COLONIAL:0 "Колонії"
 IMPERIALRELATIONSTITLE:0 "Дарувати імператорську милість"
 IMPERIALRELATIONSNEWDESC:0 "Бажаєте дарувати імператорську милість державі $COUNTRY$? Це серйозно покращить наші стосунки в обмін на §Y$COST$§W пунктів імперського авторитету."
 IMPERIALRELATIONSDESC:0 "Серйозне покращення наших стосунків в обмін на §Y$COST$§W пунктів імперського авторитету."
 NOAUTHORITY:1 "Вам не вистачає §Y$NUM$§! імперського авторитету."
 BREAKMARCURIANEWDESC:0 "Розірвання династичного шлюбу зазвичай обурює дворянство. Але оскільки ми контролюємо Папу, ми можемо отримати найвище схвалення церкви."
 BREAKRMCURIADESCR:0 "Бажаєте розірвати наш династичний шлюб з державою $COUNTRY$? Це серйозно погіршить наші стосунки, але не знизить нашу стабільність, оскільки ми контролюємо Папу."
 PAPAL_INFLUENCE:0 "Вплив на Папу"
 PAPAL_INFLUENCE_NOT_ENOUGH:0 "§R-У вас недостатньо папського впливу.§!"
 levy_church_tax:0 "Зібрати десятину"
 bless_monarch:0 "Благословити правителя"
 indulgence_for_sins:0 "Отримати індульгенцію"
 local_saint:0 "Канонізувати святого"
 PAPAL_INFLUENCE_NO_CARDINAL:0 "§R-Неможливо витратити папький вплив, якщо у вас немає діючих кардиналів.§!"
 CARDINALLIST:0 " Від провінції $PROVINCE$, шанс держави $COUNTRY$ рівний $SCORE$.\n"
 YEARLY_PAPAL_INFLUENCE:0 "Зміна впливу на Папу за рік"
 YEARLY_CHANGE:0 "Зміна за рік"
 CURRENT_PAPAL_INFLUENCE:0 "Папський вплив: §Y$VAL$§!"
 MONTHLY_PAPAL_INFLUENCE:0 "Щороку ви отримуєте $VAL$ папського впливу."
 CATHOLIC_PAPAL_INFLUENCE:0 "Базове значення:"
 CARDINALS_PAPAL_INFLUENCE:0 "Від підконтрольних кардиналів:"
 PAPAL_RELATIONS:0 "Відносини з Папською областю"
 COLONY_POTENTIAL_BASE_TAX:0 "Це прибуток від податків, який буде приносити провінція, коли стане повноцінним містом."
 OLD_CARDINAL_EXPL:0 "перебував під диявольським впливом держави $OLD$."
 OLD_CARDINAL_EXPL_OURS:0 "твердо дотримувався наших боговдохновенних порад."
 NEW_CARDINAL_EXPL:0 "Його діями керує держава $NEW$."
 NEW_CARDINAL_EXPL_OURS:0 "Він лояльний до нас, однак його обрання коштувало нам частини папського впливу."
 HRE_INFLUENCE_DESC:1 "Імперський авторитет відображає рівень контролю імператора над князями Імперії. Авторитет необхідний для прийняття реформ у Священній Римській імперії. Високий авторитет може надихнути більше країн приєднатися до Імперії."
 HRE_INFLUENCE_GAIN:0 "Отримується внаслідок:\n – Допомоги князям імперії в їхніх оборонних війнах.\n – Перемоги в оборонних війнах з державами поза імперією.\n – Переходу князів імперії в істинну віру.\n – Надання незалежності князям імперії.\n – Примусу неімперських держав надати незалежність васалам-князям Імперії.\n – Приєднання провінцій до складу імперії.\n – Отримання імператорської корони представниками з однієї й тієї ж країни."
 HRE_INFLUENCE_LOSS:0 "Втрачається внаслідок:\n – Відмови підтримати князів Імперії в їхніх оборонних війнах.\n – Виходу провінцій зі складу Імперії.\n – Переходу князів Імперії в єретичну віру.\n"
 PAPAL_INF_LESS_THAN:0 "Вплив на Папу менше"
 PAPAL_INF_AT_LEAST:0 "Вплив на Папу щонайменше"
 INVESTED_PAPAL_INF_LESS_THAN:0 "Папського впливу було інвестовано менше"
 INVESTED_PAPAL_INF_AT_LEAST:0 "Папського впливу було інвестовано щонайменше"
 ADD_PAPAL_INFLUENCE:0 "Вплив на Папу $DIRECTION$ на $VALUE$"
 PAPACY_IS_ENABLED:0 "Інститут Папства функціонує"
 PAPACY_IS_DISABLED:0 "Інститут Папства не функціонує"
 ENABLE_PAPACY:0 "Буде засновано інститут Папства."
 DISABLE_PAPACY:0 "Буде скасовано інститут Папства."
 gods_kingdom_title:0 "Оголосити Царство Боже"
 gods_kingdom_desc:0 "Об'єднавши всю Італію під світською владою Його Святості, ми маємо достатньо підстав, щоб проголосити Царство Боже на землі."
 kingdom_of_god:0 "Царство Боже"
 desc_kingdom_of_god:0 "Папа Римський оголосив об'єднану Італію Царством Божим на землі."
 CULTURE_GROUP_UNION:0 "Культури з групи §Y$NEW$§W більше не будуть приносити штрафи.\n"
 RESET_CULTURE_GROUP_UNION:0 "Культури із групи §Y$OLD$§W знову зможуть приносити штрафи.\n"
 western:0 "Західна"
 basque_group:0 "Баскська"
 sub_saharan:0 "Західно-африканська"
 SPAWN_EVENT:0 "Відбудеться подія '§Y$WHICH$§W'.\n"
 CG_UNION_DESC:0 "§Y$GROUP$§W культурна група розглядає державу §Y$COUNTRY$§W як свою власну, і тому не приносить їй жодних штрафів."
 INTERREGNUM:0 "(Міжцарювання)"
 CANT_EMBARGO_SUBJECTTYPE:0 "$SUBJECTTYPES$ не може вводити ембарго."
 EMBARGOHAVETRUCE:0 "Ми не можемо накласти на них ембарго, поки між нашими країнами діє перемир'я."
 TREATIES_TO_ANNUL:0 "Держава $WHO$ скасує всі угоди з державою $WHAT$."
 TREATIES_TO_ANNUL_DESC:0 "$WHO$ скасує всі угоди з державою $WHAT$: $LIST$."
 CB_ALLOWED_ANNUL:0 "Скасування угод"
 PEACE_ANNUL:0 "Угоди"
 TRUCEWITHMASTERDESC:0 "Ми не можемо укладати будь-які угоди з ними, поки в нас діє перемир'я з державою "
 EXCOM_TARGET_HIGH_REL2:0 "Папська область має надто хороше ставлення до них ($CURR$), воно повинне бути менше $WANT$."
 EXCOM_TARGET_HIGH_REL:0 "В них надто хороші відносини з Папською областю."
 EXCOM_TARGET_HIGH_INF:0 "Вони мають надто великий вплив на Його Святість."
 non_accepted_culture_republic:0 "Культурна терпимість республік"
 EMBARGOHAVETRADE:0 "Ми підписали з ними торгову угоду!"
 GOV_TRIBAL_WOES:0 "Кризи спадкування в племені"
 HRE_DECISIONS:0 "Імперські реформи"
 ALL_OWNED_PROVS:0 "усі провінції у власності"
 EVERY_OWNED_PROV:0 "Кожна провінція у власності"
 alert_incoming_disaster_instant:0 "§YНасувається лихо§!"
 alert_incoming_disaster_delayed:0 "У нашої нації скоро може відбутися велике лихо.\n$LIST$"
 alert_disputed_succession_instant:0 "§YСуперечки за успадкування!§W"
 alert_disputed_succession_delayed:0 "Ці країни не мають спадкоємця із законними правами на престол:\n$LIST$\n§YНа трон таких держав можуть висунути претензії правителі з високим значенням престижу. Ви можете претендувати на чужий трон лише за умови, що у вас з цією країною укладений династичний шлюб. Це може привести до створення особистої унії між нашими державами, або до початку війни за спадщину.§!"
 NOT_THE_EMPEROR:0 "Ми НЕ є імператором!"
 num_of_marriages:0 "Число династичних шлюбів"
