l_ukrainian:
 FAVORSGAINED_TITLE: "Накопичено прихильність"
 OWNTRADEALLOW_3: "відкрили свої провінції"
 OWNTRADEALLOW_4: " для торговців держави"
 OWNTRADEALLOW_5: "$RECIPIENT$."
 OWNTRADEALLOW_6: ""
 OWNTRADEALLOW_BTN1: "Гаразд"
 OWNTRADEALLOW_BTN2: "Гаразд"
 OWNTRADEALLOW_BTN3: "Перейти"
 OWNTRADEALLOW_MAP: ""
 TRADEALLOW_TITLE: "Зняття ембарго"
 TRADEALLOW_SETUP: "Держава поновлює з нами торгівлю"
 TRADEALLOW_HEADER: "$MESSENGER$"
 TRADEALLOW_1: "Торгівлю поновлено!"
 TRADEALLOW_2: "$MONARCHTITLE$, держава"
 TRADEALLOW_3: "$ACTOR$ відновила"
 TRADEALLOW_4: "з нами торгівлю."
 TRADEALLOW_5: ""
 TRADEALLOW_6: ""
 TRADEALLOW_BTN1: "Гаразд"
 TRADEALLOW_BTN2: "Гаразд"
 TRADEALLOW_BTN3: "Перейти"
 TRADEALLOW_MAP: ""
 TRADEALLOWOTHER_TITLE: "Зняття ембарго"
 TRADEALLOWOTHER_SETUP: "Одна держава відновлює торгівлю з іншою"
 TRADEALLOWOTHER_HEADER: "$MESSENGER$"
 TRADEALLOWOTHER_1: "Торгівлю поновлено!"
 TRADEALLOWOTHER_2: "$MONARCHTITLE$, держава"
 TRADEALLOWOTHER_3: "$ACTOR$ відновила"
 TRADEALLOWOTHER_4: "торгівлю з державою"
 TRADEALLOWOTHER_5: "$RECIPIENT$."
 TRADEALLOWOTHER_6: ""
 TRADEALLOWOTHER_BTN1: "Гаразд"
 TRADEALLOWOTHER_BTN2: "Гаразд"
 TRADEALLOWOTHER_BTN3: "Перейти"
 TRADEALLOWOTHER_MAP: ""
 ANNEXACCEPT_TITLE: "Згода на пропозицію анексії"
 ANNEXACCEPT_SETUP: "Держава приймає нашу пропозицію анексії"
 ANNEXACCEPT_HEADER: "Вісник держави"
 ANNEXACCEPT_1: "$RECIPIENT$"
 ANNEXACCEPT_2: "повідомляє, що вони прийняли"
 ANNEXACCEPT_3: "нашу великодушну пропозицію"
 ANNEXACCEPT_4: "анексії."
 ANNEXACCEPT_5: "Відтепер вони є частиною нашої славетної нації!"
 ANNEXACCEPT_6: "Ріст престижу: $PRESTIGE$"
 ANNEXACCEPT_LOG: "Держава $RECIPIENT$ прийняла нашу пропозицію анексії."
 ANNEXACCEPT_BTN1: "Чудово!"
 ANNEXACCEPT_BTN2: "Чудово!"
 ANNEXACCEPT_BTN3: "Перейти"
 ANNEXACCEPT_MAP: ""
 WEANNEXACCEPT_TITLE: "Згода на пропозицію анексії"
 WEANNEXACCEPT_SETUP: "Ми погоджуємося на пропозицію анексії"
 WEANNEXACCEPT_HEADER: "$MESSENGER$"
 WEANNEXACCEPT_1: "Приєднання!"
 WEANNEXACCEPT_2: "$MONARCHTITLE$, ми прийняли пропозицію"
 WEANNEXACCEPT_3: "анексії"
 WEANNEXACCEPT_4: "від наших могутніх ворогів - держави"
 WEANNEXACCEPT_5: "$ACTOR$."
 WEANNEXACCEPT_6: "Тепер гра для нас закінчена!"
 WEANNEXACCEPT_LOG: "Держава $ACTOR$ поглинула нас (Гру Завершено)!"
 WEANNEXACCEPT_BTN1: "Тільки не це!"
 WEANNEXACCEPT_BTN2: "Тільки не це!"
 WEANNEXACCEPT_BTN3: "Перейти"
 WEANNEXACCEPT_MAP: ""
 ANNEXACCEPTOTHER_TITLE: "Згода на пропозицію анексії"
 ANNEXACCEPTOTHER_SETUP: "Одна держава анексує іншу"
 ANNEXACCEPTOTHER_HEADER: "Вісник держави"
 ANNEXACCEPTOTHER_1: "$ACTOR$"
 ANNEXACCEPTOTHER_2: "повідомляє, що вони"
 ANNEXACCEPTOTHER_3: "анексували"
 ANNEXACCEPTOTHER_4: "державу"
 ANNEXACCEPTOTHER_5: "$RECIPIENT$."
 ANNEXACCEPTOTHER_6: ""
 ANNEXACCEPTOTHER_LOG: "Держава $ACTOR$ анексувала державу $RECIPIENT$."
 ANNEXACCEPTOTHER_BTN1: "Гаразд"
 ANNEXACCEPTOTHER_BTN2: "Гаразд"
 ANNEXACCEPTOTHER_BTN3: "Перейти"
 ANNEXACCEPTOTHER_MAP: ""
 ANNEXREJECT_TITLE: "Відхилено пропозицію анексії"
 ANNEXREJECT_SETUP: "Держава відмовляється пропозицію анексії"
 ANNEXREJECT_HEADER: "Вісті від держави"
 ANNEXREJECT_1: "$RECIPIENT$"
 ANNEXREJECT_2: "$MONARCHTITLE$, ми не можемо пояснити, як держава"
 ANNEXREJECT_3: "$RECIPIENT$ могла відхилити"
 ANNEXREJECT_4: "нашу пропозицію"
 ANNEXREJECT_5: "тривіальної анексії."
 ANNEXREJECT_6: "Схоже, їхні правителі - дурні або безумці!"
 ANNEXREJECT_LOG: "Держава $RECIPIENT$ відхилила нашу пропозицію анексії."
 ANNEXREJECT_BTN1: "Неприємно"
 ANNEXREJECT_BTN2: "Неприємно"
 ANNEXREJECT_BTN3: "Перейти"
 ANNEXREJECT_MAP: ""
 ANNEXINGUS_TITLE: "У процесі анексії"
 ANNEXINGUS_SETUP: "Держава намагається анексувати нас"
 ANNEXINGUS_HEADER: "Наш канцлер повідомляє:"
 ANNEXINGUS_1: "Анексія!"
 ANNEXINGUS_2: "$MONARCHTITLE$, держава $ACTOR$ намагається анексувати"
 ANNEXINGUS_3: "нашу прекрасну країну."
 ANNEXINGUS_4: ""
 ANNEXINGUS_5: "Ми будемо боротися за волю або згинути!"
 ANNEXINGUS_6: ""
 ANNEXINGUS_LOG: "Держава $ACTOR$ намагається приєднати нашу країну."
 ANNEXINGUS_BTN1: "Гаразд"
 ANNEXINGUS_BTN2: "Гаразд"
 ANNEXINGUS_BTN3: "Перейти"
 ANNEXINGUS_MAP: ""
 ANNEXREJECTOTHER_TITLE: "Відхилено пропозицію анексії"
 ANNEXREJECTOTHER_SETUP: "Одна держава відхиляє пропозицію анексії"
 ANNEXREJECTOTHER_HEADER: "Вісник держави"
 ANNEXREJECTOTHER_1: "$RECIPIENT$"
 ANNEXREJECTOTHER_2: "повідомляє, що вони"
 ANNEXREJECTOTHER_3: "відмовилися"
 ANNEXREJECTOTHER_4: "від долі бути анексованими державою"
 ANNEXREJECTOTHER_5: "$ACTOR$."
 ANNEXREJECTOTHER_6: ""
 ANNEXREJECTOTHER_LOG: "Держава $RECIPIENT$ відмовилася від пропозиції анексії держави $ACTOR$."
 ANNEXREJECTOTHER_BTN1: "Гаразд"
 ANNEXREJECTOTHER_BTN2: "Гаразд"
 ANNEXREJECTOTHER_BTN3: "Перейти"
 ANNEXREJECTOTHER_MAP: ""
 ANNEXREJECTWE_TITLE: "Відхилено пропозицію анексії"
 ANNEXREJECTWE_SETUP: "Ми відхиляємо пропозицію анексії"
 ANNEXREJECTWE_HEADER: "$MESSENGER$"
 ANNEXREJECTWE_1: "Анексія!"
 ANNEXREJECTWE_2: "$MONARCHTITLE$, ми, зрозуміло,"
 ANNEXREJECTWE_3: "відмовилися від нахабної пропозиції"
 ANNEXREJECTWE_4: "анексії"
 ANNEXREJECTWE_5: "державою $ACTOR$."
 ANNEXREJECTWE_6: ""
 ANNEXREJECTWE_LOG: "Ми відхилили пропозицію анексії, висунуту державою $ACTOR$."
 ANNEXREJECTWE_BTN1: "Гарна відповідь!"
 ANNEXREJECTWE_BTN2: "Гаразд"
 ANNEXREJECTWE_BTN3: "Перейти"
 ANNEXREJECTWE_MAP: ""
 VASALLACCEPT_TITLE: "Згода на васалізацію"
 VASALLACCEPT_SETUP: "Держава погоджується стати нашим васалом"
 VASALLACCEPT_HEADER: "Вісник держави"
 VASALLACCEPT_1: "$RECIPIENT$"
 VASALLACCEPT_2: " повідомляє, що вони"
 VASALLACCEPT_3: "з радістю прийняли нашу пропозицію"
 VASALLACCEPT_4: "і погодилися"
 VASALLACCEPT_5: "стати нашим васалом."
 VASALLACCEPT_6: "Ми будемо отримувати половину їхнього місячного доходу від податків."
 VASALLACCEPT_LOG: "Держава $RECIPIENT$ погодилася стати нашим васалом."
 VASALLACCEPT_BTN1: "Чудово!"
 VASALLACCEPT_BTN2: "Чудово!"
 VASALLACCEPT_BTN3: "Перейти"
 VASALLACCEPT_MAP: ""
 VASALLREJECT_TITLE: "Відмова від васалізації"
 VASALLREJECT_SETUP: "Держава відмовляється стати нашим васалом"
 VASALLREJECT_HEADER: "Вісник держави"
 VASALLREJECT_1: "$RECIPIENT$"
 VASALLREJECT_2: "повідомляє, що вони"
 VASALLREJECT_3: "відхилили"
 VASALLREJECT_4: "нашу неймовірно вигідну пропозицію"
 VASALLREJECT_5: "стати нашим васалом."
 VASALLREJECT_6: "Дивно, що з такими дурними правителями держава $RECIPIENT$ взагалі вижила."
 VASALLREJECT_LOG: "Держава $RECIPIENT$ відмовилася стати нашим васалом."
 VASALLREJECT_BTN1: "Неприємно"
 VASALLREJECT_BTN2: "Неприємно"
 VASALLREJECT_BTN3: "Перейти"
 VASALLACCEPTOTHER_TITLE: "Згода на васалізацію"
 VASALLACCEPTOTHER_SETUP: "Одна держава погоджується стати васалом іншої"
 VASALLACCEPTOTHER_HEADER: "Вісник держави"
 VASALLACCEPTOTHER_1: "$ACTOR$"
 VASALLACCEPTOTHER_2: " повідомляє, що держава"
 VASALLACCEPTOTHER_3: "$RECIPIENT$"
 VASALLACCEPTOTHER_4: "погодилася стати"
 VASALLACCEPTOTHER_5: "їхнім васалом."
 VASALLACCEPTOTHER_6: ""
 VASALLACCEPTOTHER_LOG: "Держава $RECIPIENT$ погодилася стати васалом держави $ACTOR$."
 VASALLACCEPTOTHER_BTN1: "Гаразд"
 VASALLACCEPTOTHER_BTN2: "Гаразд"
 VASALLACCEPTOTHER_BTN3: "Перейти"
 VASALLACCEPTOTHER_MAP: ""
 VASALLREJECTOTHER_TITLE: "Відмова від васалізації"
 VASALLREJECTOTHER_SETUP: "Одна держава відмовляється стати васалом іншої"
 VASALLREJECTOTHER_HEADER: "Вісник держави"
 VASALLREJECTOTHER_1: "$ACTOR$"
 VASALLREJECTOTHER_2: " повідомляє, що держава"
 VASALLREJECTOTHER_3: "$RECIPIENT$"
 VASALLREJECTOTHER_4: "відмовилася стати"
 VASALLREJECTOTHER_5: "їх васалом."
 VASALLREJECTOTHER_6: ""
 VASALLREJECTOTHER_LOG: "Держава $RECIPIENT$ відмовилася стати васалом держави $ACTOR$."
 VASALLREJECTOTHER_BTN1: "Гаразд"
 VASALLREJECTOTHER_BTN2: "Гаразд"
 VASALLREJECTOTHER_BTN3: "Перейти"
 VASALLREJECTOTHER_MAP: ""
 VASALLWEREJECT_TITLE: "Відмова від васалізації"
 VASALLWEREJECT_SETUP: "Ми відмовляємося стати васалом"
 VASALLWEREJECT_HEADER: "$MESSENGER$"
 VASALLWEREJECT_1: "Відмова від васалізації!"
 VASALLWEREJECT_2: "$MONARCHTITLE$! Зрозуміло, ми відмовилися від"
 VASALLWEREJECT_3: "пропозиції стати васалом"
 VASALLWEREJECT_4: "держави"
 VASALLWEREJECT_5: "$ACTOR$."
 VASALLWEREJECT_6: "Дивно, як вони взагалі посміли таке запропонувати!"
 VASALLWEREJECT_LOG: "Ми відмовилися стати васалом держави $ACTOR$."
 VASALLWEREJECT_BTN1: "Гаразд"
 VASALLWEREJECT_BTN2: "Гаразд"
 VASALLWEREJECT_BTN3: "Перейти"
 VASALLWEREJECT_MAP: ""
 VASALLWEACCEPT_TITLE: "Згода на васалізацію"
 VASALLWEACCEPT_SETUP: "Ми погоджуємося стати васалом іншої держави"
 VASALLWEACCEPT_HEADER: "$MESSENGER$"
 VASALLWEACCEPT_1: "Новий сюзерен!"
 VASALLWEACCEPT_2: "$MONARCHTITLE$, у якості тимчасового заходу ми вирішили"
 VASALLWEACCEPT_3: "стати васалом"
 VASALLWEACCEPT_4: "держави"
 VASALLWEACCEPT_5: "$ACTOR$."
 VASALLWEACCEPT_6: "Але ми ще нанесемо їм удар у спину!"
 VASALLWEACCEPT_LOG: "Ми погодилася стати васалом держави $ACTOR$."
 VASALLWEACCEPT_BTN1: "Гаразд"
 VASALLWEACCEPT_BTN2: "Гаразд"
 VASALLWEACCEPT_BTN3: "Перейти"
 VASALLWEACCEPT_MAP: ""
 VASALLBREAKOTHER_TITLE: "Звільнення васала"
 VASALLBREAKOTHER_SETUP: "Одна держава перестає бути васалом іншої"
 VASALLBREAKOTHER_HEADER: "Вісник держави"
 VASALLBREAKOTHER_1: "$ACTOR$"
 VASALLBREAKOTHER_2: " повідомляє, що вони"
 VASALLBREAKOTHER_3: "розірвали договір про васалітет,"
 VASALLBREAKOTHER_4: "укладений з державою"
 VASALLBREAKOTHER_5: "$RECIPIENT$."
 VASALLBREAKOTHER_6: ""
 VASALLBREAKOTHER_LOG: "Держава $ACTOR$ розірвала договір про васалізацію з державою $RECIPIENT$."
 VASALLBREAKOTHER_BTN1: "Гаразд"
 VASALLBREAKOTHER_BTN2: "Гаразд"
 VASALLBREAKOTHER_BTN3: "Перейти"
 VASALLBREAKOTHER_MAP: ""
 VASALLBREAK_TITLE: "Звільнення васала"
 VASALLBREAK_SETUP: "Держава перестає бути нашим васалом"
 VASALLBREAK_HEADER: "$MESSENGER$"
 VASALLBREAK_1: "Втрата васала!"
 VASALLBREAK_2: "$MONARCHTITLE$, держава $ACTOR$"
 VASALLBREAK_3: "нерозважливо розірвала наш договір"
 VASALLBREAK_4: " про васалізацію."
 VASALLBREAK_5: ""
 VASALLBREAK_6: "Зрозуміло, що за подібну дурість ми їх по голівці не погладимо."
 VASALLBREAK_LOG: "Держава $ACTOR$ розірвала наш договір про васалізацію."
 VASALLBREAK_BTN1: "Неприємно"
 VASALLBREAK_BTN2: "Неприємно"
 VASALLBREAK_BTN3: "Перейти"
 VASALLBREAK_MAP: ""
 WEVASALLBREAK_TITLE: "Звільнення васала"
 WEVASALLBREAK_SETUP: "Ми перестаємо бути васалом "
 WEVASALLBREAK_HEADER: "$MESSENGER$"
 WEVASALLBREAK_1: "Воля!"
 WEVASALLBREAK_2: "Правителю, ми занадто втомилися"
 WEVASALLBREAK_3: "бути васалом"
 WEVASALLBREAK_4: "держави"
 WEVASALLBREAK_5: "$RECIPIENT$."
 WEVASALLBREAK_6: "Хай скажуть спасибі, що ми так довго з ними залишалися."
 WEVASALLBREAK_LOG: "Ми розірвали договір про васалізацію з державою $RECIPIENT$."
 WEVASALLBREAK_BTN1: "Гаразд"
 WEVASALLBREAK_BTN2: "Гаразд"
 WEVASALLBREAK_BTN3: "Перейти"
 WEVASALLBREAK_MAP: ""
 GUARATOUS_TITLE: "Гарантія незалежності"
 GUARATOUS_SETUP: "Держава гарантує нашу незалежність"
 GUARATOUS_HEADER: "Наш канцлер повідомляє:"
 GUARATOUS_1: "Гарантія незалежності!"
 GUARATOUS_2: "$MONARCHTITLE$, ми були спантеличені звісткою, що відтепер"
 GUARATOUS_3: "нашу незалежність"
 GUARATOUS_4: "гарантує держава"
 GUARATOUS_5: "$ACTOR$."
 GUARATOUS_6: "Мабуть, одна лише думка про те, що вони хоча б якось пов'язані з нашою державою, дає їм відчуття власної значимості."
 GUARATOUS_LOG: "Держава $ACTOR$ гарантувала нашу незалежність."
 GUARATOUS_BTN1: "Гаразд"
 GUARATOUS_BTN2: "Гаразд"
 GUARATOUS_BTN3: "Перейти"
 GUARATOUS_MAP: ""
 GUARATOOTHER_TITLE: "Гарантія незалежності"
 GUARATOOTHER_SETUP: "Одна держава гарантує незалежність іншої"
 GUARATOOTHER_HEADER: "Вісник держави"
 GUARATOOTHER_1: "$ACTOR$"
 GUARATOOTHER_2: " повідомляє, що вони тепер"
 GUARATOOTHER_3: "гарантують незалежність"
 GUARATOOTHER_4: "держави"
 GUARATOOTHER_5: "$RECIPIENT$."
 GUARATOOTHER_6: ""
 GUARATOOTHER_LOG: "Держава $ACTOR$ гарантувала незалежність держави $RECIPIENT$."
 GUARATOOTHER_BTN1: "Гаразд"
 GUARATOOTHER_BTN2: "Гаразд"
 GUARATOOTHER_BTN3: "Перейти"
 GUARATOOTHER_MAP: ""
 WEGUARAT_TITLE: "Гарантія незалежності"
 WEGUARAT_SETUP: "Ми гарантуємо незалежність іншої держави"
 WEGUARAT_HEADER: "$MESSENGER$"
 WEGUARAT_1: "Гарантія незалежності!"
 WEGUARAT_2: "$MONARCHTITLE$, держава"
 WEGUARAT_3: "$RECIPIENT$"
 WEGUARAT_4: " повинна бути щаслива від того, що ми вважаємо їх гідними"
 WEGUARAT_5: "наших гарантій."
 WEGUARAT_6: ""
 WEGUARAT_LOG: "Ми гарантували незалежність держави $RECIPIENT$."
 WEGUARAT_BTN1: "Гаразд"
 WEGUARAT_BTN2: "Гаразд"
 WEGUARAT_BTN3: "Перейти"
 WEGUARAT_MAP: ""
 REVOKEGUARATOUS_TITLE: "Гарантії відкликано"
 REVOKEGUARATOUS_SETUP: "Держава відкликає гарантії нашої незалежності"
 REVOKEGUARATOUS_HEADER: "Наш канцлер повідомляє:"
 REVOKEGUARATOUS_1: "Гарантії незалежності відкликані!"
 REVOKEGUARATOUS_2: "$MONARCHTITLE$, ми були засмучені звісткою, що відтепер"
 REVOKEGUARATOUS_3: "держава $ACTOR$"
 REVOKEGUARATOUS_4: "більше не гарантує"
 REVOKEGUARATOUS_5: "нашу незалежність."
 REVOKEGUARATOUS_6: "Хоча ми й не потребували їхньої допомоги."
 REVOKEGUARATOUS_LOG: "Держава $ACTOR$ відкликала гарантії нашої незалежності."
 REVOKEGUARATOUS_BTN1: "Неприємно"
 REVOKEGUARATOUS_BTN2: "Неприємно"
 REVOKEGUARATOUS_BTN3: "Перейти"
 REVOKEGUARATOUS_MAP: ""
 REVOKEGUARATOOTHER_TITLE: "Гарантії відкликано"
 REVOKEGUARATOOTHER_SETUP: "Одна держава відкликає гарантії незалежності іншої"
 REVOKEGUARATOOTHER_HEADER: "Вісник держави"
 REVOKEGUARATOOTHER_1: "$ACTOR$"
 REVOKEGUARATOOTHER_2: " повідомляє, що вони"
 REVOKEGUARATOOTHER_3: "відкликали гарантії незалежності"
