l_ukrainian:
 # Country formation decisions
 TTS:0 "Дві Сицилії"
 incidents_bur_join_empire.1.desc:0 "Our state originally owed its existence to the royal family of Burgundy who broke away from the French Kingdom in an attempt to press our rightful claim on the Throne of all Franks. We have thus far not opted to press our claim on the Kingdom of France and as such, our claim has long since grown cold. The notion of a truly independent Burgundy existing in perpetuity is laughable to many foreign nobles, and our [Root.Monarch.GetTitle] has been advised by the royal council to seek entrance into the Holy Roman Empire and bend the knee to [Emperor.Monarch.GetTitle] [Emperor.Monarch.GetName] [Emperor.Monarch.Dynasty.GetName] as an Imperial Prince.\n\nThe opportunities for Burgundy in the Empire are great, and perhaps one day we may even claim the Emperorship for ourselves..."
 incidents_bur_join_empire.1.a:0 "I never much cared for claiming the French Throne."
 incidents_bur_join_empire.1.b:0 "Let them laugh. Burgundy shall remain Burgundy."
 incidents_bur_join_empire.2.t:0 "[BUR.GetName] Asks for Imperial Entrance"
 incidents_bur_join_empire.2.desc:0 "The [BUR.Monarch.GetTitle] of [BUR.GetName] wishes to join the Holy Roman Empire. While it may seem like a straightforward decision, there are a number of dangers that a Burgundian Prince would represent to the Empire. It would become difficult for us to resist Burgundy’s continued advances into Imperial territory, and the Electors may begin to feel that the Burgundians would be a suitable candidate for Emperorship. However, integrating Burgundy into the Empire would completely dissipate the tensions between the Empire and Burgundy, and present the unique opportunity to expand Imperial influence into France."
 incidents_bur_join_empire.2.a:0 "Welcome [BUR.Monarch.GetName] of [BUR.GetName] into the Empire."
 incidents_bur_join_empire.2.b:0 "Allow them entrance, on the condition that they abandon all other titles."
 incidents_bur_join_empire.2.c:0 "Ban their entry."
 incidents_bur_join_empire.3.t:0 "A Strange Offer"
 incidents_bur_join_empire.3.desc:0 "The [Emperor.Monarch.GetTitle] has decided to allow our entry into the Empire on one condition; we must abandon all titles aside from our Dukedom and overseas territories. This would mean that any lands we hold that are not considered a rightful part of the Duchy of Burgundy will be released as an Imperial Prince and the size of our nation will decrease significantly. Some members of court see this as a blatant insult to our rightful royal holdings, whereas others still insist that the [Emperor.Monarch.GetTitle] is still our best option for seeking protection."
 incidents_bur_join_empire.3.a:0 "As much as it pains me, I agree."
 incidents_bur_join_empire.3.b:0 "This is not even remotely worth it."
 incidents_bur_join_empire.4.t:0 "The [Emperor.Monarch.GetTitle] Refuses"
 incidents_bur_join_empire.4.desc:0 "Citing the threat that we pose to the independence of other Imperial Princes, the [Emperor.Monarch.GetTitle] has refused our entry into the Holy Roman Empire. It is obvious to us that the [Emperor.Monarch.GetTitle] is nothing more than a withered snake coiled around the Imperial Crown, fearful that the noble [Root.GetAdjective] lions would come to take it from [Emperor.Monarch.GetHerHim]. No matter, we shall just have to take a more forceful approach to joining the Empire..."
 incidents_bur_join_empire.4.a:0 "[Emperor.Monarch.GetSheHeCap] is [Emperor.Monarch.GetTitle] only in name."
 burgundy_has_resolved_imperial_issue_tt:1 "This mission will complete once the question of our membership in the Empire is resolved."
 burgundy_has_secured_succession_tt:1 "Resolve the §YBurgundian Succession Crisis§! or reach the year 1500 without triggering it."
 burgundy_asks_to_join_empire_tt:0 "We shall ask the §Y[Emperor.Monarch.GetTitle]§! to let us join the §YHoly Roman Empire§!."
 burgundy_may_refuse_tt:0 "§YBurgundy§! will be asked to §Yrelease all European nations with cores on their provinces§! as §YImperial Princes§!.\n§YBurgundy§! is likely to refuse."
 become_balkanised_tt:0 "We will §Yrelease all European nations§! with §Ycores§! on our provinces as §YImperial Princes§!."
 incident_burgundian_succ_emp_emperor_alert:0 "We have inherited Burgundy and must decide what the relationship between Burgundy and the Empire will be and how to deal with the French."
 incident_burgundian_succ_emp_member_alert:0 "The Emperor has inherited Burgundy and must decide what the relationship between Burgundy and the Empire will be and how to deal with the French."
 incident_burgundian_succ_strong_ally_emperor_alert:1 "[BUR.Overlord.GetName] has inherited Burgundy, leaving the Lowlands in foreign hands."
 incident_burgundian_succ_strong_ally_member_alert:1 "[BUR.Overlord.GetName] has inherited Burgundy, leaving the Lowlands in foreign hands."
 incident_burgundian_succ_alone_emperor_alert:0 "Burgundy has defied tradition and placed a woman on the Throne. We must end her reign and return the Lowlands to the Holy Roman Empire."
 incident_burgundian_succ_alone_member_alert:0 "Burgundy has defied tradition and placed a woman on the Throne. The [Emperor.Monarch.GetTitle] must end her reign and return the Lowlands to the Holy Roman Empire."
 incident_burgundy_wants_to_join_emperor_alert:0 "The [BUR.Monarch.GetTitle] of [BUR.GetName] wishes to join the Holy Roman Empire."
 incident_burgundy_wants_to_join_member_alert:0 "The [BUR.Monarch.GetTitle] of [BUR.GetName] wishes to join the Holy Roman Empire."
 incident_burgundy_wants_to_join:0 "Burgundy and the Empire"
 elections.721.dc:0 "Передчасна смерть $MONARCH$ змушує нас провести дострокові вибори. І мілітаристи, і теократи висунули нових кандидатів."
 elections.721.de:0 "Передчасна смерть $MONARCH$ змушує нас провести дострокові вибори. Революціонери висунули кандидата від якобінців і жирондистів, а монархісти висунули королівського кандидата."
 elections.720.e:0 "Кандидат від військових."
 elections.720.f:0 "Кандидит від духовенства."
 elections.720.g:0 "Кандидат від якобінців."
 elections.720.h:0 "Кандидат від жирондистів."
 elections.720.dc:0 "Зміцнення світської влади в нашій країні змусило $MONARCH$ почати процес обрання нов[Root.Monarch.GetMEndOjiOgo] [Root.Monarch.GetTitleOGO]. І мілітаристи, і теократи висунули нових кандидатів."
 elections.720.de:0 "Термін каденції‎$MONARCH$ закінчився і прийшов час розпочати процес обрання нов[Root.Monarch.GetMEndOjiOgo] [Root.Monarch.GetTitleOGO]. Революціонери висунули кандидата від якобінців і жирондистів, а монархісти висунули королівського кандидата."
 pirates.23.t:0 "The Pirates of Penzance"
 pirates.23.d:0 "Since we gained autonomy from the Kingdom of England, the profession of privateering has become a massive source of income for people living in our [Root.GovernmentName]. Penzance has become a port of great fortune for smugglers and privateers alike, and our exploits in both the North Sea and the English Channel have become legendary and nobody dare sail those seas without an escort for fear of the wrath of the Cornish.\n\nHowever, the influence of these men of low character within our nation is becoming quite worrying, and recently a group of powerful captains have marched on [Root.Capital.GetCapitalName] with their crew and are threatening to overthrow the [Root.Monarch.GetTitle] and take control of the [Root.GetAdjective] [Root.GovernmentName]."
 pirates.23.a:0 "Time to abandon ship."
 pirates.23.b:0 "We shan’t become slaves to thieves and brigands!"
 pirates.24.t:0 "A Model Admiral"
 pirates.24.d:0 "A promising captain arrived in Penzance not long ago, and immediately began proudly boasting of his exploits across the world. He claims to be not just a great admiral, but the very model of a modern major general. Furthermore, he claims that his travels have given him an intricate knowledge of all subjects from vegetation and animal husbandry to geology. Not only that, but he has met with Kings and Emperors, and has personally partaken in every major battle from the last hundred years. He also claims to be an expert in mathematics, though we’re unsure of what benefit that holds to a privateer. Many doubt the legitimacy of his claims, but he said it in such a charming way we can’t help but be enraptured by this peculiar man."
 pirates.24.a:0 "He could advise the [Root.Monarch.GetTitle]."
 pirates.24.b:0 "He should become the [Root.Monarch.GetTitle]!"
 flavor_koi.1.t:0 "A Kingdom of Mann"
 flavor_koi.1.d:0 "In spite of our relative small size compared to the other British Kingdoms, Mann has long been recognised as a Kingdom in its own right. With our own royal lineage, our own culture, and our own language, the Manx way of life is truly unique across the isles. Now that we have broken free of foreign influence, we may once again take up the mantle of the Kings and Queens of Mann!"
 flavor_koi.1.a:0 "Perhaps one day, we will be the Emperors of Mann..."
 flavor_nol.1.t:0 "The King in the North!"
 flavor_nol.1.d:0 "In the old days of England, the North was home to many great and powerful kingdoms. The old Kings of Northumbria ruled a kingdom that stretched all the way from Edinburgh to south of the Humber. Not long after, the Nordic invaders settled York and created their own Northern kingdom from the ashes of our fallen kingdom that they named Jorvik. Finally, after many years under the control of Nordics, Normans, and southerners, Northumberland is free once more and we may coronate ourselves as the Kings and Queens in the North!"
 flavor_nol.1.a:0 "The King in the North!"
 flavor_nol.2.t:0 "Selecting a Northern Candidate"
 flavor_nol.2.d:0 "[Root.Monarch.GetName] [Root.Monarch.Dynasty.GetName] has served the North well up until this point, but as we begin to grow into an autonomous state in ourselves, the need for a rightful claimant to the old Northumbrian Kingdom is beginning to grow. We must select a suitable replacement if we are to solidify our hold on the region."
 flavor_nol.2.a:0 "We need a Percy."
 flavor_nol.2.b:0 "The North remembers house York."
 flavor_nol.2.c:0 "The Lancasters send their regards."
 flavor_nol.2.e:0 "This noble claims to be a descendant of Halfdan Ragnarsson!"
 flavor_nol.2.f:0 "[Root.Monarch.GetName] [Root.Monarch.Dynasty.GetName] shall remain on the throne."
 flavor_nol.3.t:0 "Nordic Claims"
 flavor_nol.3.d:1 "The holdings of Ragnar Lothbrok and his descendents spread all across the British Isles and Scandinavia. [Root.Monarch.GetName] [Root.Monarch.Dynasty.GetName] claims to be a direct descendant of this viking invader, and as such has laid claim to the Kingdom of Norway, claiming that it is rightfully a part of [Root.Monarch.GetHerHis] Northern Kingdom. While many doubt the legitimacy of [Root.Monarch.GetName]’s nordic ancestry, the nobles of our own realm support [Root.Monarch.GetHerHis] claim and their approval is all we really need to press our claim on Norway."
 flavor_nol.3.a:0 "This is starting to sound familiar..."
 flavor_nol.3.b:0 "[Root.Monarch.GetName]'s rule is already in question, let's not agitate the issue."
 flavor_eng.99.t:0 "Солдати в спідницях"
 flavor_eng.99.d:0 "За декілька років до Революції 'Великі Реформи' були укладені старим урядом, який наголошував, що право голосу належить лише чоловікам і активно порушував права жінок-землевласниць. За цими невдоволеними жінками вищого класу в авангарді на Революцію зі своїх будинків вийшли багаті та бідні, йдучи маршем як новостворений революційний жіночий [Root.GetAdjective]ий gолк. Їх лозунг 'Крокуймо в ряд, право голосу в нас!' поклали на музику як хор тріумфу, що співали на вулицях міста [Root.Capital.GetCapitalName], тоді як старий уряд був повністю розбитий нашими зусиллями. Навіть найконсервативніші представники Революційної ради не можуть заперечувати життєво важливу роль жінок, яку ці дами зіграли в забезпеченні верховенства нашої влади на Островах, і вплив їх ліберального духу на нашу національну самобутність.\n\nХоча ми й не дали чіткої обіцянки надати виборче право жінкам, їхня ключова роль у звільненні нас від вчорашніх кайданів змушує значне число джентльменів в революційній раді задовольнити вимоги цих хоробрих леді та навіть дозволити жінкам займати політичні посади на рівних підставах з чоловіками."
