l_ukrainian:
 #Estate Privileges and related
 estate_nobles_land_rights:0 "Розширення володінь стану $ESTATE_NAME$"
 monopoly_privileges.7.d.rajput:0 "Монополія на коштовне каміння, яку ми надали [Root.RajputDV], минула. Це означає, що тепер ми знову зможемо отримувати прибуток від видобутку коштовного каміння та ювелірного виробництва. Проте, [Root.RajputNZ] прагнуть зберегти свої привілеї та пропонують виплатити нам одноразову суму в обмін на гарантовану монополію протягом наступних 10 років."
 monopoly_privileges.7.d.maratha:0 "Монополія на коштовне каміння, яку ми надали [Root.MarathaDV], минула. Це означає, що тепер ми знову зможемо отримувати прибуток від видобутку коштовного каміння та ювелірного виробництва. Проте, [Root.MarathaNZ] прагнуть зберегти свої привілеї та пропонують виплатити нам одноразову суму в обмін на гарантовану монополію протягом наступних 10 років."
 monopoly_privileges.7.b.tooltip:0 "Становий привілей §YМонополія на коштовне каміння§! буде скасовано."
 monopoly_privileges.8.t:0 "Розширення монополії на пахощі"
 monopoly_privileges.8.d.church:0 "Монополія на пахощі, яку ми надали [Root.ChurchDV], минула. Це означає, що тепер ми знову зможемо отримувати прибуток від виробництва пахощів. Проте, [Root.ChurchNZ] прагнуть зберегти свої привілеї та пропонують виплатити нам одноразову суму в обмін на гарантовану монополію протягом наступних 10 років."
 monopoly_privileges.8.d.brahmins:0 "Монополія на пахощі, яку ми надали [Root.BrahminsDV], минула. Це означає, що тепер ми знову зможемо отримувати прибуток від виробництва пахощів. Проте, [Root.BrahminsNZ] прагнуть зберегти свої привілеї та пропонують виплатити нам одноразову суму в обмін на гарантовану монополію протягом наступних 10 років."
 monopoly_privileges.8.b.tooltip:0 "Становий привілей §YМонополія на пахощі§! буде скасовано."
 monopoly_privileges.9.t:0 "Розширення монополії на вовну"
 monopoly_privileges.9.d.church:0 "Монополія на вовну, яку ми надали [Root.ChurchDV], минула. Це означає, що тепер ми знову зможемо отримувати прибуток від виробництва вовни. Проте, [Root.ChurchNZ] прагнуть зберегти свої привілеї та пропонують виплатити нам одноразову суму в обмін на гарантовану монополію протягом наступних 10 років."
 monopoly_privileges.9.d.brahmins:0 "Монополія на вовну, яку ми надали [Root.BrahminsDV], минула. Це означає, що тепер ми знову зможемо отримувати прибуток від виробництва вовни. Проте, [Root.BrahminsNZ] прагнуть зберегти свої привілеї та пропонують виплатити нам одноразову суму в обмін на гарантовану монополію протягом наступних 10 років."
